ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Alisador philips bhs675/00 placa ceramica 11fun dig 230�c ion keratina 240v;531000;1;0;;;;;EDPCPPBHS67500-RT;;PHILIPS;;;;35,50;35,50;35,50;0,63;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPPBHS67500-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:35,5  CM&Alto:11  CM&Largo:6,5  CM&Peso:530  GR;;;
;Alisador philips bhs380/00 placa ceramica 210�c iones func bloq 110-240v;282000;1;0;;;;;EDPCPPBHS38000-RT;;PHILIPS;;;;32,00;32,00;32,00;0,57;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPPBHS38000-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:32  CM&Alto:11  CM&Largo:6,5  CM&Peso:458  GR;;;
;Alisador philips hp8316/00 placa ceramica keratin ancha 210�c ion 240v;389000;1;0;;;;;EDPCPPHP831600-RT;;PHILIPS;;;;6,00;6,00;6,00;0,61;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPPHP831600-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:6  CM&Alto:12  CM&Largo:34  CM&Peso:592  GR;;;
;Alisador philips bhs674/00 placa ceramica 10fun dig temp 220�c ion 240v;447000;1;0;;;;;EDPCPPBHS67400-RT;;PHILIPS;;;;35,50;35,50;35,50;0,63;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPPBHS67400-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:35,5  CM&Alto:11  CM&Largo:6,5  CM&Peso:530  GR;;;
;Alisador philips hp8321/00 placa turmalina 100mm temperatura 210�c 240v;182000;1;0;;;;;EDPCPHP832100-RT;;PHILIPS;;;;31,10;31,10;31,10;0,44;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPHP832100-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:31,1  CM&Alto:8,6  CM&Largo:6,5  CM&Peso:442  GR;;;
;Aporcador 24-45 cm;577000;1;0;;;;;GFDU0117R2EA;;DUCATI;;;;0,00;0,00;0,00;0,00;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDU0117R2EA.jpg;;;Marca:DUCATI&Producto:PREPARACION DE SUELO&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial&Ancho:0  CM&Alto:0  CM&Largo:0  CM&Peso:0  GR;;;
;Arado fijo 6;739000;1;0;;;;;GFDU0117B00SVA;;DUCATI;;;;0,00;0,00;0,00;0,00;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDU0117B00SVA.jpg;;;Marca:DUCATI&Producto:PREPARACION DE SUELO&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial&Ancho:0  CM&Alto:0  CM&Largo:0  CM&Peso:0  GR;;;
;Arrancapatatas patin regulable;612000;1;0;;;;;GFDU0117R2PA;;DUCATI;;;;0,00;0,00;0,00;0,00;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDU0117R2PA.jpg;;;Marca:DUCATI&Producto:PREPARACION DE SUELO&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial&Ancho:0  CM&Alto:0  CM&Largo:0  CM&Peso:0  GR;;;
;Atomizador ducati dmd8300 e1;1594000;1;0;;;;;GFDUDMD8300E1;;DUCATI;;;;44,00;44,00;44,00;52,04;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDMD8300E1.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial&Ancho:44  CM&Alto:83  CM&Largo:57  CM&Peso:13200  GR;;;
;Auricular aiwa aw-a61bt-bk bt inalambrico mic negro;218000;1;0;;;;;ELAWA61BTBK-RT;;AIWA;;;;8,00;8,00;8,00;0,80;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWA61BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:8  CM&Alto:21,5  CM&Largo:18,5  CM&Peso:555  GR;;;
;Auricular aiwa aw-m700-s acustica cerrada/cable metal p/exteriores/mic/plata;45000;1;0;;;;;ELAWM700S-RT;;AIWA;;;;1,00;1,00;1,00;0,05;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWM700S-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:1  CM&Alto:1  CM&Largo:1  CM&Peso:47  GR;;;
;Auricular aiwa aw-m700-bk acustica cerrada/cable metal p/exteriores/mic/negro;45000;1;0;;;;;ELAWM700BK-RT;;AIWA;;;;1,00;1,00;1,00;0,05;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWM700BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:1  CM&Alto:1  CM&Largo:1  CM&Peso:47  GR;;;
;Auricular aiwa aw-2-pro-b/bt/control de llamadas/bat de 10hs/azul;199000;1;0;;;;;ELAW2PROB-RT;;AIWA;;;;7,00;7,00;7,00;0,69;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW2PROB-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:7  CM&Alto:18,5  CM&Largo:21,3  CM&Peso:49  GR;;;
;Auricular aiwa aw-4turbo-bk/bt/hi fi/mic/bat de 13hs/negro;432000;1;0;;;;;ELAW4TURBOBK-RT;;AIWA;;;;4,20;4,20;4,20;0,54;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBOBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4,2  CM&Alto:19,5  CM&Largo:21,7  CM&Peso:535  GR;;;
;Afeitadora rotativa philips s1223/41 aquatec hum/sec cortapatillas 45m/10h 240v;0;1;0;;;;;EDPCPASS122341-RT;;PHILIPS;;;;15,10;15,10;15,10;2,21;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPASS1223/41-RT.jpg;;;Marca:PHILIPS&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:15,1  CM&Alto:20,5  CM&Largo:28,5  CM&Peso:160  GR;;;
;Auricular aiwa aw-4turbo-ch/bt/hi fi/mic/bat de 13hs/champagne;432000;1;0;;;;;ELAW4TURBOCH-RT;;AIWA;;;;4,20;4,20;4,20;0,54;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBOCH-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4,2  CM&Alto:19,5  CM&Largo:21,7  CM&Peso:535  GR;;;
;Auricular aiwa aw-4turbo-r/o/bt/hi fi/mic/bat de 13hs/rosado;415000;1;0;;;;;ELAW4TURBORO-RT;;AIWA;;;;4,20;4,20;4,20;0,54;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBORO-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4,2  CM&Alto:19,5  CM&Largo:21,7  CM&Peso:535  GR;;;
;Auricular aiwa aw-902-bk sport in/ear bt c/mic play 8hs negro;202000;1;0;;;;;ELAW902BK-RT;;AIWA;;;;4,40;4,40;4,40;0,21;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW902BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4,4  CM&Alto:8  CM&Largo:10  CM&Peso:214  GR;;;
;Auricular aiwa aw-8ncbt-bk bt/mic/reduccion ruido y eco/li-on;501000;1;0;;;;;ELAW8NCBTBK-RT;;AIWA;;;;5,60;5,60;5,60;0,72;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW8NCBTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5,6  CM&Alto:26,5  CM&Largo:19,5  CM&Peso:623  GR;;;
;Auricular aiwa aw-810bt-w bt/intrauditivos/mic/play 4hs/blanco;151000;1;0;;;;;ELAW810BTW-RT;;AIWA;;;;3,50;3,50;3,50;0,15;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW810BTW-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3,5  CM&Alto:10  CM&Largo:17  CM&Peso:118  GR;;;
;Auricular aiwa aw-810bt-bk bt/intrauditivos/mic/play 4hs/negro;151000;1;0;;;;;ELAW810BTBK-RT;;AIWA;;;;3,50;3,50;3,50;0,15;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW810BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3,5  CM&Alto:10  CM&Largo:17  CM&Peso:118  GR;;;
;Auricular aiwa aw-902-r sport in/ear bt c/mic play 8hs rojo;202000;1;0;;;;;ELAW902R-RT;;AIWA;;;;4,40;4,40;4,40;0,21;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW902R-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4,4  CM&Alto:8  CM&Largo:10  CM&Peso:214  GR;;;
;Auricular philips shb4000wt/bt/control de llamadas/bat de 9hs/blanco;188000;1;0;;;;;ELPHB4000WT;;PHILIPS;;;;6,50;6,50;6,50;0,71;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHB4000WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:6,5  CM&Alto:22,5  CM&Largo:19,5  CM&Peso:0  GR;;;
;Auricular philips shb4000/bt/control de llamadas/bat de 9hs/negro;188000;1;0;;;;;ELPHB4000;;PHILIPS;;;;6,50;6,50;6,50;0,71;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHB4000.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:6,5  CM&Alto:22,5  CM&Largo:19,5  CM&Peso:0  GR;;;
;Auricular aiwa aw-980-bk sport in/ear bt c/mic play 6hs negro;199000;1;0;;;;;ELAW980BK-RT;;AIWA;;;;3,50;3,50;3,50;0,27;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW980BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3,5  CM&Alto:19,7  CM&Largo:15  CM&Peso:268  GR;;;
;Auricular philips shb7250wt/bt/nfc/conexi�n/multiple/bat 11hs/blanco;372000;1;0;;;;;ELPHB7250WT;;PHILIPS;;;;9,00;9,00;9,00;0,90;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHB7250WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:9  CM&Alto:20,3  CM&Largo:19,8  CM&Peso:0  GR;;;
;Auricular philips she3010gn/acustica abierta/estructura blanda/verde;34000;1;0;;;;;ELPHE3010GN;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3010GN.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3590bk/intrauditivos/graves potentes/negro;56000;1;0;;;;;ELPHE3590BK;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3590BK.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3590bl/intrauditivos/graves potentes/azul;52000;1;0;;;;;ELPHE3590BL;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3590BL.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3010pp/acustica abierta/estructura blanda/lila;34000;1;0;;;;;ELPHE3010PP;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3010PP.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3590lb sistema acustico cerrado/cable p/exteriores de 1.2m/;50000;1;0;;;;;ELPH3590LB;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPH3590LB.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3590pp sistema acustico cerrado/cable p/exteriores de 1.2m/;25000;1;0;;;;;ELPH3590PP;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPH3590PP.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3590wt/intrauditivos/graves potentes/blanco;52000;1;0;;;;;ELPHE3590WT;;PHILIPS;;;;3,00;3,00;3,00;0,07;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3590WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,3  CM&Largo:5,1  CM&Peso:0  GR;;;
;Auricular philips she3595wt/intrauditivos/graves potentes/mic/blanco;69000;1;0;;;;;ELPHE3595WT;;PHILIPS;;;;3,00;3,00;3,00;0,12;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3595WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,2  CM&Largo:9,5  CM&Peso:0  GR;;;
;Auricular philips she3595bk/intrauditivos/graves potentes/mic/negro;70000;1;0;;;;;ELPHE3595BK;;PHILIPS;;;;3,00;3,00;3,00;0,12;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHE3595BK.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:17,2  CM&Largo:9,5  CM&Peso:0  GR;;;
;Auricular philips shl3165wt/acustica cerrada/graves potentes/mic/blanco;134000;1;0;;;;;ELPHL3165WT;;PHILIPS;;;;5,50;5,50;5,50;0,54;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHL3165WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5,5  CM&Alto:20,1  CM&Largo:19,7  CM&Peso:0  GR;;;
;Auriculares aiwa bt aw-ap6bt-bk deportivo negro (ch);182000;1;0;;;;;ELAW-AP6BTBK-RT;;AIWA;;;;3,00;3,00;3,00;0,15;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW-AP6BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3  CM&Alto:10  CM&Largo:20  CM&Peso:150  GR;;;
;Auriculares aiwa elawk11bk-rt bluetooth negros (ch);197000;1;0;;;;;ELAWK11BK-RT;;AIWA;;;;5,20;5,20;5,20;0,63;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWK11BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5,2  CM&Alto:19,4  CM&Largo:25  CM&Peso:153  GR;;;
;Autoradio aiwa aw-dd21bt usb/aux in/bt/sd pantalla 6,2 2din-dvd c/control;992000;1;0;;;;;ELAWDD21BT-RT;;AIWA;;;;26,00;26,00;26,00;2,93;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWDD21BT-RT.jpg;;;Marca:AIWA&Producto:AUTORADIOS&Segmento:ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:26  CM&Alto:17  CM&Largo:26,5  CM&Peso:2250  GR;;;
;Autoradio aiwa aw-3298bt bt/usb/aux in/sd/fm/am desmontable c/control;405000;1;0;;;;;ELAW3298BT-RT;;AIWA;;;;24,50;24,50;24,50;0,96;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW3298BT-RT.jpg;;;Marca:AIWA&Producto:AUTORADIOS&Segmento:ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:24,5  CM&Alto:8  CM&Largo:19,5  CM&Peso:750  GR;;;
;Barbero philips qt4005/15 cuchillas inox 45m/10h carga 20 pos long 100-240v;247000;1;0;;;;;EDPCPCQT400515;;PHILIPS;;;;14,00;14,00;14,00;0,55;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPCQT400515.jpg;;;Marca:PHILIPS&Producto:CORTAPELOS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:14  CM&Alto:22,4  CM&Largo:7  CM&Peso:330  GR;;;
;Barra de sonido aiwa aw-sbr2w para tv c/subwoofer 60w bt hdmi;794000;1;0;;;;;ELAWSBR2W-RT;;AIWA;;;;17,00;17,00;17,00;12,94;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWSBR2W-RT.jpg;;;Marca:AIWA&Producto:SOUND BAR&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:17  CM&Alto:35  CM&Largo:87  CM&Peso:6246  GR;;;
;Batidora manual b+d mx1500w-cl 5v+tub mango confort c/acc 175w220v;113000;1;0;;;;;EDBBMMX1500WCL-RT;;BLACK & DECKER;;;;19,00;19,00;19,00;1,88;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBBMMX1500WCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:BATIDORAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:19  CM&Alto:10  CM&Largo:21  CM&Peso:1880  GR;;;
