ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Parlante Aiwa aw-x2bt-tws-bk bt con tws negro (ch) - bl 10m de alcance/tiempo de;1;190000;;;;;;ELAWX2BTTWSBK-RT;;;AIWA;;;;5,60;14,20;14,00;0,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWX2BTTWSBK-RT.JPG;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante Aiwa aw-pok6 multimedia 600w aux/mic/bt/usb/mp3/fm;1;1002000;;;;;;ELAWPOK6-RT;;;AIWA;7450078489161;;;33,50;64,80;31,50;17,10;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOK6-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-q400-r bt/sd/eq/aux/fm/manos libres/ipx6;1;309000;;;;;;ELAWQ400R-RT;;;AIWA;7450078489185;;;10,60;10,00;21,80;0,75;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ400R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-ax5bt-r activo bt 5w rojo;1;177000;;;;;;ELAWAX5BTR-RT;;;AIWA;7450078489765;;;5,00;14,00;16,00;0,39;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWAX5BTR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-q400-bk bt/sd/eq/aux/fm/manos libres/ipx6;1;334000;;;;;;ELAWQ400BK-RT;;;AIWA;7450078489291;;;10,60;10,00;21,80;0,75;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ400BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-q680-bk bt/sd/eq/aux/fm/manos libres/ipx6;1;491000;;;;;;ELAWQ680BK-RT;;;AIWA;7450078489314;;;15,20;12,00;26,80;1,80;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ680BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-q680-r bt/sd/eq/aux/fm/manos libres/ipx6;1;491000;;;;;;ELAWQ680R-RT;;;AIWA;7450078489178;;;15,20;12,00;26,80;1,80;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ680R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-s21-bk 3w x2 bt/mic p/llamada/sd/fm/audio in/bat 5hs;1;189000;;;;;;ELAWS21BK-RT;;;AIWA;742832975360;;;5,70;9,70;15,30;0,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWS21BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-s21-r 3w x2 bt/mic p/llamada/sd/fm/audio in/bat 5hs;1;189000;;;;;;ELAWS21R-RT;;;AIWA;7428329753842;;;5,70;9,70;15,30;0,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWS21R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw2-wpf-bk 6wx2 bt/resistente al agua/bat 2000 mah/negro;1;354000;;;;;;ELAW2WPFBK-RT;;;AIWA;7453041029760;;;15,50;9,70;24,90;0,94;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW2WPFBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw2-wpf-r 6wx2 bt/resistente al agua/bat 2000 mah/rojo;1;374000;;;;;;ELAW2WPFR-RT;;;AIWA;7453041029777;;;9,70;15,50;24,90;0,94;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW2WPFR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-20h-bk 10wx2 bt/funcion tws/bat 2400 mah/negro;1;435000;;;;;;ELAW20HBK-RT;;;AIWA;7453041029784;;;7,20;17,00;26,50;1,20;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW20HBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-20h-r 10wx2 bt/funcion tws/bat 2400 mah/rojo;1;435000;;;;;;ELAW20HR-RT;;;AIWA;7453041029791;;;7,20;17,00;26,50;1,20;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW20HR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-31-w 4,5w x2 bt/mic p/llamada/sd/audio in/bat 8hs;1;216000;;;;;;ELAW31W-RT;;;AIWA;742832975322;;;11,50;8,50;21,70;0,53;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31W-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-31fm-r 4,5w x2 bt/mic p/llamada/sd/audio/fm in/bat 8hs;1;251000;;;;;;ELAW31FMR-RT;;;AIWA;7453041029913;;;8,20;11,30;21,80;0,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31FMR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-31fm-bk 4,5wx2 bt/mic call/sd/audio in/fm/bat 8hs;1;251000;;;;;;ELAW31FMBK-RT;;;AIWA;0742832975339;;;8,20;21,80;11,30;0,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31FMBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Aiwa aw-700bk 25w bt/aux/sd/eq/correa;1;688000;;;;;;ELAW700BK-RT;;;AIWA;7453041029869;;;18,70;18,00;31,80;2,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW700BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt100b 2w rms bluetooth/microfono p/llamadas;1;220000;;;;;;ELPHBT100B;;;PHILIPS;8712581714512;;;10,00;12,20;10,00;0,31;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT100B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt100w 2w rms bluetooth/microfono p/llamadas;1;222000;;;;;;ELPHBT100W;;;PHILIPS;8712581714536;;;10,00;12,20;10,00;0,31;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT100W.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt110a 4w rms bluetooth/microfono p/llamadas/resisteag;1;263000;;;;;;ELPHBT110A;;;PHILIPS;4895185620060;;;8,00;15,00;11,00;0,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT110A.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt110b 4w rms bluetooth/microfono p/llamadas/resisteag;1;257000;;;;;;ELPHBT110B;;;PHILIPS;4895185620053;;;8,00;15,00;11,00;0,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT110B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt2200b 2/8w rms bluetooth/mic p/llamadas/resisteagua/;1;363000;;;;;;ELPHBT2200B;;;PHILIPS;4895185604510;;;7,20;6,80;11,40;0,14;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT2200B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlante portatil Philips bt50w 2w rms entrada de audio/bluetooth;1;182000;;;;;;ELPHBT50W;;;PHILIPS;4895185607948;;;9,50;14,20;8,20;0,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT50W.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Parlantes Aiwa 6,5 de 4 vias 65-20khz 120w;1;162000;;;;;;ELAW1604-RT;;;AIWA;7450078489055;;;39,00;44,00;13,00;5,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW1604-RT.jpg;;;Marca:AIWA&Producto:PARLANTES&Segmento:ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Parrilla electrica black&decker ig201-cl antihaderente temp var 1200w220v;1;316000;;;;;;EDBDGRIG201CL;;;BLACK & DECKER;050875530027;;;34,00;11,50;53,50;5,23;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDGRIG201CL.jpg;;;Marca:BLACK & DECKER&Producto:OLLAS ELECTRICAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor b+d irbd100-cl base nonstick vapor variable 1100w220v;1;84000;;;;;;EDBPIRBD100CL-RT;;;BLACK & DECKER;050875816848;;;30,23;13,97;12,70;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBPIRBD100CL-RT.jpg;;;Marca:BLACK & DECKER&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc1430/20 20g/m nonstick sur a/sarro roc 220ml 1400w240v;1;172000;;;;;;EDPHPGC143020;;;PHILIPS;8710103760733;;;29,00;14,60;12,70;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC143020.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc1432/40 25g/m nonstick sur a/sarro roc 220ml 2000w240v;1;179000;;;;;;EDPHPGC143240-RT;;;PHILIPS;8710103806578;;;29,00;14,60;12,70;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC143240-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc1439/20 25g/m ceramic sur a/sarro roc 220ml 2000w240v;1;234000;;;;;;EDPHPGC143920-RT;;;PHILIPS;8710103817178;;;29,00;14,60;12,70;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC143920-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc1750/20 placa vitroceramica 220ml 2000w 220v;1;250000;;;;;;EDPPGC175020-RT;;;PHILIPS;8710103922148;;;29,00;15,60;12,90;1,46;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC175020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc2145/20 easyspeed plus ceramic 270ml 2100w 240v;1;285000;;;;;;EDPPGC214520-RT;;;PHILIPS;8710103875611;;;30,50;16,00;13,00;1,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC214520-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc2990/20 40g/m steamglide sur a/sar roc 320ml 2300w240v;1;366000;;;;;;EDPHPGC299020-RT;;;PHILIPS;8710103815877;;;32,80;16,30;12,90;1,72;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC299020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc3920/20 perfectcare optimaltemp 300ml 2500w 240v;1;820000;;;;;;EDPPGC392020-RT;;;PHILIPS;8710103869269;;;33,20;16,70;13,70;1,90;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC392020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vapor Philips gc6833/30 110g/m steamglide plus 1/3l 2400w220v;1;1336000;;;;;;EDPPGC683330-RT;;;PHILIPS;8710103857488;;;23,50;27,00;39,80;6,31;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC683330-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora b+d fp1700b-cl bot on/off+pul bol 2l cuc inx 3 acc 450w220v;1;268000;;;;;;EDBFP1700BCL-RT;;;BLACK & DECKER;050875817487;;;36,10;19,20;27,30;4,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBFP1700BCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora black&decker fp1700b-cl bot on/off+pul bol 2l cuc inx 3 acc 450w220v;1;268000;;;;;;EDBDPFP1700BCL;;;BLACK & DECKER;050875817487;;;36,10;19,20;27,30;4,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDPFP1700BCL.jpg;;;Marca:BLACK & DECKER&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha vertical Philips gc514/40 32g/m placa xl 3 aju vapor 1/6l 1600w220v;1;793000;;;;;;EDPVRGC51440-RT;;;PHILIPS;8710103869771;;;41,50;34,50;35,00;12,53;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPVRGC51440-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora Philips hr-7627/00 2vel+tur bol 2l cuchi inox acce+ 15 func 650w220v;1;536000;;;;;;EDPHPHR762700;;;PHILIPS;8710103583660;;;25,50;27,50;34,50;6,05;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPHR762700.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora Philips walita ri7630/90 2v 21 func c/jarra 600w220v;1;592000;;;;;;EDPPRI763090;;;PHILIPS;8710103911739;;;25,00;44,00;33,30;9,16;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPRI763090.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora Philips hr7627/00 2v+tur bol 2l cuchi inox acc p/+ 15 func 650w220v;1;536000;;;;;;EDPPHR762700-RT;;;PHILIPS;8710103583653;;;25,50;27,50;34,50;6,05;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPHR762700-RT.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Pulverizador manual Ducati dsp2000;1;182000;;;;;;GFDUDSP2000;;;DUCATI;8434691037090;;;35,00;53,50;42,50;19,90;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDSP2000.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Quita pelusas Philips gc026/00 electrico todo tipo ropa pila aa;1;60000;;;;;;EDPQGC02600-RT;;;PHILIPS;8710103658283;;;8,40;17,30;10,20;0,37;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPQGC02600-RT.jpg;;;Marca:PHILIPS&Producto:QUITAPELUSAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwichera b+d sm2000w-cl placa cut sella luz antiadherente 700w220v;1;123000;;;;;;EDBSM2000WCL-RT;;;BLACK & DECKER;050875814837;;;25,90;32,00;14,50;3,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBSM2000WCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwichera Philips hd2393/02 placa corte/sellado luz pil an/adherente 820w220v;1;228000;;;;;;EDPHSHD239302;;;PHILIPS;8710103661849;;;26,80;27,60;13,10;2,42;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSHD239302.jpg;;;Marca:PHILIPS&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwichera Philips hd-2394 placa panini luz piloto antiadherente 820w 220v;1;269000;;;;;;EDPHSHD2394;;;PHILIPS;8710103689980;;;26,80;27,60;13,10;2,42;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSHD2394.jpg;;;Marca:PHILIPS&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwichera Philips hd2393/04 placa corte/sellado luz pil an/adherente 820w220v;1;247000;;;;;;EDPHSHD239304-RT;;;PHILIPS;8710103828471;;;26,80;27,60;13,10;2,42;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSHD239304-RT.jpg;;;Marca:PHILIPS&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Secador de pelo Philips bhc010/10 3 vel para viaje 1200w 220v;1;126000;;;;;;EDPCSBHC01010-RT;;;PHILIPS;8710103897606;;;11,40;22,00;7,70;0,48;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCSBHC01010-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips bhd004/10 golpe frio 1800w 220v;1;187000;;;;;;EDPCSBHD00410-RT;;;PHILIPS;8710103880776;;;28,90;18,40;9,30;1,24;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCSBHD00410-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips bhd006/00 3 ve/cal gp frio mango plegable 1600w 110-240v;1;202000;;;;;;EDPCPSPBHD00600-RT;;;PHILIPS;8710103899594;;;13,50;25,30;8,50;0,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPBHD00600-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips bhd007/00 3v/cal gp frio ion man plegable 1800w 110-240v;1;228000;;;;;;EDPCPSPBHD00700-RT;;;PHILIPS;8710103679134;;;13,50;25,30;8,50;0,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPBHD00700-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips bhd272/00 pro 6vel/cal gp frio ion 2100w 220v;1;369000;;;;;;EDPCPSBHD27200-RT;;;PHILIPS;;;;26,20;58,80;31,80;12,25;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSBHD27200-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips hp8217/00 thermoprotect 6 vel 2200w;1;212000;;;;;;EDPCHP821700-RT;;;PHILIPS;8710103899600;;;31,00;23,00;11,00;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCHP821700-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips hp8230/00 6 vel/cal gp frio 2100w 220v;1;180000;;;;;;EDPCPSPHP823000-RT;;;PHILIPS;8710103619536;;;31,00;23,00;11,00;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPHP823000-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Philips hp8232/00 6 vel/cal gp frio ion difusor 2200w 220v;1;282000;;;;;;EDPCPSPHP823200-RT;;;PHILIPS;8710103629580;;;31,00;23,00;11,00;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPHP823200-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secarropas Mabe sem81bdby 9kgs carga frontal blanco;1;1731000;;;;;;EDMSEM81BDBY;;;MABE;757638135528;;;59,50;84,00;54,50;68,10;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDMSEM81BDBY.jpg;;;Marca:MABE&Producto:SECARROPAS CARGA FRONTAL&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial;;
;Set Philips bhh811/00 alisador + ondulador 5 acc 210°c ceramic 220v;1;394000;;;;;;EDPCBHH81100-RT;;;PHILIPS;8710103814436;;;9,00;24,00;12,20;0,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCBHH81100-RT.jpg;;;Marca:PHILIPS&Producto:COMBOS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Soplador aspirador Ducati dbl-va2800;1;1296000;;;;;;GFDUDBLVA2800;;;DUCATI;8435478238259;;;38,00;37,50;52,50;18,70;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDBLVA2800.jpg;;;Marca:DUCATI&Producto:SOPLADORES&Segmento:MAQUINARIAS&Vendedor:Sara Comercial;;
;Soplador mochila Ducati dbl-bp7600;1;2329000;;;;;;GFDUDBLBP7600;;;DUCATI;8435478238242;;;38,50;49,50;49,20;23,44;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDBLBP7600.jpg;;;Marca:DUCATI&Producto:SOPLADORES&Segmento:MAQUINARIAS&Vendedor:Sara Comercial;;
;Soup maker Philips hr2203/80 jar inox 1/2l 4racion 5prog licua manual 1000w220v;1;800000;;;;;;EDPHSMHR220380-RT;;;PHILIPS;8710103796985;;;22,00;34,00;22,00;4,11;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSMHR220380-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Televisor Aiwa aw-39b4sm isdb-t smart fhd c/dolby linux hdmi/usb/rms;1;1933000;;;;;;TVAW39B4SM-RT;;;AIWA;7450078489833;;;15,00;62,50;98,50;23,09;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW39B4SM-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
